Project_ID,Project_Name,Start_Date,Expected_End_Date,Actual_End_Date,Budget,Spent_Amount,Duration,Current_Phase,Team_Size,Weather_Factor,Change_Orders,Supplier_Reliability,Permits_Issued,Risk_Level,Stakeholder_Engagement,Compliance_Issues,Completion_Status
798,Project R,2024-01-16,2024-12-24,,1015108,266161,313,Construction,13,1,0,5,4,4,1,1,1
799,Project S,2024-01-11,2024-09-17,,1252188,377399,285,Construction,14,6,1,3,5,2,7,0,1
800,Project T,2024-01-18,2024-11-12,,535068,377141,177,Planning,18,10,0,7,0,6,4,0,0
801,Project U,2024-01-29,2024-07-19,,1212933,75418,188,Inspection,16,10,2,1,7,10,9,1,1
802,Project V,2024-01-12,2024-11-03,,1427913,340353,164,Construction,5,8,0,2,5,1,9,2,0
803,Project W,2024-01-29,2024-10-20,,859278,325131,161,Planning,8,8,3,3,7,5,3,1,1
804,Project X,2024-01-09,2024-10-18,,1255153,340726,327,Planning,7,3,4,7,9,7,10,1,1
805,Project Y,2024-01-20,2024-11-05,,1442527,490376,280,Planning,17,8,2,3,8,6,9,0,1
806,Project Z,2024-01-27,2024-11-01,,1460471,410110,310,Planning,14,1,1,7,2,7,6,2,1
807,Project A,2024-01-02,2024-07-13,,1212208,493954,280,Inspection,7,10,0,9,9,10,6,0,0
808,Project B,2024-01-05,2024-07-02,,670919,472977,184,Inspection,17,1,0,2,2,6,3,2,0
809,Project C,2024-01-19,2024-09-28,,1438639,492509,348,Planning,8,3,0,2,3,9,8,2,1
810,Project D,2024-01-18,2024-08-31,,1187505,292024,158,Planning,18,2,0,7,9,7,8,1,0
811,Project E,2024-01-22,2024-11-05,,716914,493518,333,Planning,8,4,3,2,4,1,3,2,0
812,Project F,2024-01-16,2024-12-03,,1485679,196149,259,Construction,11,2,4,8,8,4,1,0,1
813,Project G,2024-01-18,2024-10-03,,621769,268872,349,Inspection,5,8,2,4,3,8,10,2,0
814,Project H,2024-01-07,2024-09-29,,515373,257226,331,Planning,2,9,0,3,9,8,3,2,1
815,Project I,2024-01-05,2024-12-02,,809226,123498,165,Construction,17,3,4,4,7,8,2,2,1
816,Project J,2024-01-03,2024-12-13,,1071688,364482,237,Inspection,13,6,3,10,4,2,5,1,0
817,Project K,2024-01-17,2024-09-18,,755726,495055,311,Construction,8,5,1,7,3,4,2,1,0
818,Project L,2024-01-01,2024-11-28,,707641,103495,337,Construction,6,4,2,6,3,5,4,1,1
819,Project M,2024-01-01,2024-10-24,,968776,143768,327,Construction,14,8,3,3,5,1,9,2,0
820,Project N,2024-01-14,2024-10-29,,1303779,296967,345,Inspection,1,2,2,7,1,9,5,1,1
821,Project O,2024-01-16,2024-10-24,,583179,246287,398,Construction,16,6,4,9,8,4,10,2,1
822,Project P,2024-01-13,2024-12-20,,698280,352234,161,Planning,11,8,3,9,0,8,9,0,0
823,Project Q,2024-01-08,2024-08-18,,600692,381425,355,Inspection,19,6,3,1,3,10,6,1,0
824,Project R,2024-01-08,2024-09-19,,1220377,489602,151,Construction,16,8,3,3,1,3,1,2,1
825,Project S,2024-01-22,2024-07-10,,571399,204136,325,Planning,8,8,4,8,5,6,7,1,0
826,Project T,2024-01-25,2024-10-16,,734436,86721,305,Inspection,15,8,4,1,1,3,10,1,1
827,Project U,2024-01-27,2024-09-04,,773485,84347,292,Planning,9,6,4,6,1,5,7,0,1
828,Project V,2024-01-21,2024-10-23,,1439100,187120,235,Inspection,16,2,2,3,6,7,1,1,0
829,Project W,2024-01-28,2024-07-23,,740475,105953,224,Inspection,14,10,1,6,7,1,6,2,1
830,Project X,2024-01-25,2024-11-30,,1338241,394888,217,Construction,13,8,4,2,1,2,7,1,0
831,Project Y,2024-01-23,2024-11-28,,1147053,150892,157,Construction,2,9,3,2,0,8,10,1,0
832,Project Z,2024-01-20,2024-07-04,,612582,410284,152,Inspection,14,3,1,6,1,8,6,1,1
833,Project A,2024-01-07,2024-10-21,,808306,431506,178,Inspection,12,8,2,3,8,1,6,2,0
834,Project B,2024-01-27,2024-12-01,,569300,80771,369,Construction,16,9,4,8,5,3,5,2,1
835,Project C,2024-01-09,2024-10-08,,507540,176992,203,Planning,12,7,2,1,8,7,6,2,0
836,Project D,2024-01-06,2024-11-16,,533577,432622,258,Inspection,16,2,1,1,5,1,8,2,0
837,Project E,2024-01-03,2024-09-16,,936954,294157,306,Construction,17,4,2,3,0,7,7,1,1
838,Project F,2024-01-16,2024-12-20,,1343529,296203,331,Inspection,1,5,2,10,8,4,4,2,0
839,Project G,2024-01-16,2024-10-09,,733703,344128,381,Construction,5,8,0,8,7,1,6,0,0
840,Project H,2024-01-12,2024-12-27,,1152187,140845,213,Inspection,17,5,0,5,1,9,7,2,0
841,Project I,2024-01-22,2024-08-11,,949203,160056,182,Inspection,8,5,0,1,0,2,8,1,0
842,Project J,2024-01-19,2024-11-19,,1312125,24092,364,Planning,18,1,2,9,8,3,6,2,0
843,Project K,2024-01-18,2024-09-03,,969823,81148,302,Inspection,2,5,4,7,0,10,8,2,1
844,Project L,2024-01-02,2024-06-30,,749488,291323,316,Inspection,1,1,3,2,5,7,1,0,0
845,Project M,2024-01-12,2024-10-19,,1484868,443082,193,Planning,1,2,3,5,3,8,9,1,1
846,Project N,2024-01-05,2024-09-09,,548409,89798,234,Planning,18,1,0,5,2,10,1,0,0
847,Project O,2024-01-05,2024-12-10,,723689,226384,177,Inspection,16,8,1,8,7,1,8,1,0
848,Project P,2024-01-03,2024-09-13,,939981,64899,339,Construction,16,10,1,4,0,1,5,2,1
849,Project Q,2024-01-19,2024-12-02,,912499,201360,247,Planning,15,4,0,7,5,3,2,0,1
850,Project R,2024-01-29,2024-10-08,,1348029,199905,334,Construction,6,1,4,1,6,5,5,1,0
851,Project S,2024-01-01,2024-12-23,,571922,63011,175,Construction,3,4,2,1,6,6,10,0,0
852,Project T,2024-01-18,2024-10-15,,1170208,235738,256,Inspection,1,8,4,4,0,8,3,2,1
853,Project U,2024-01-16,2024-10-29,,1338854,263341,363,Planning,4,4,1,7,6,1,4,2,1
854,Project V,2024-01-12,2024-11-07,,599503,403955,292,Planning,17,3,1,6,5,9,3,2,0
855,Project W,2024-01-29,2024-07-05,,1317434,104439,211,Construction,17,8,3,5,6,1,5,2,0
856,Project X,2024-01-03,2024-10-12,,848742,6699,381,Inspection,2,1,1,7,0,10,4,1,0
857,Project Y,2024-01-06,2024-12-09,,1313812,44040,177,Inspection,11,6,2,8,7,3,5,1,0
858,Project Z,2024-01-28,2024-11-18,,696170,220273,257,Inspection,2,6,2,5,6,2,9,1,1
859,Project A,2024-01-04,2024-06-30,,947280,150340,313,Inspection,9,6,3,10,6,9,1,0,0
860,Project B,2024-01-07,2024-11-18,,957801,221142,178,Inspection,19,2,2,10,5,10,10,2,1
861,Project C,2024-01-25,2024-09-13,,1411696,421606,246,Construction,5,3,0,8,9,1,4,0,0
862,Project D,2024-01-22,2024-11-19,,752388,398098,203,Inspection,7,7,4,4,6,5,8,1,0
863,Project E,2024-01-15,2024-11-22,,1257738,128106,283,Inspection,2,8,3,6,2,6,1,0,0
864,Project F,2024-01-07,2024-12-08,,573110,439275,348,Construction,12,4,3,3,9,3,4,2,1
865,Project G,2024-01-18,2024-10-10,,880325,52259,180,Construction,13,8,1,7,0,7,1,1,1
866,Project H,2024-01-27,2024-09-27,,950256,393010,395,Construction,9,9,2,10,1,9,7,2,0
867,Project I,2024-01-05,2024-08-22,,612048,105603,358,Inspection,3,8,0,2,8,2,6,2,1
868,Project J,2024-01-22,2024-11-11,,679604,150638,238,Planning,13,9,2,10,9,3,9,2,1
869,Project K,2024-01-11,2024-11-04,,1327607,308328,160,Inspection,5,5,4,4,7,8,8,0,0
870,Project L,2024-01-08,2024-12-19,,675609,275847,366,Construction,9,4,4,5,5,10,6,0,0
871,Project M,2024-01-16,2024-11-07,,700169,315404,367,Construction,3,10,0,2,0,7,7,0,1
872,Project N,2024-01-26,2024-12-30,,774873,152519,217,Planning,2,2,4,6,3,8,6,2,1
873,Project O,2024-01-15,2024-12-17,,899430,31182,263,Planning,19,4,4,10,2,2,4,2,0
874,Project P,2024-01-05,2024-09-11,,1068483,265279,376,Construction,8,3,3,9,6,1,4,0,1
875,Project Q,2024-01-08,2024-09-23,,934695,50198,206,Inspection,14,1,0,2,0,1,4,0,0
876,Project R,2024-01-28,2024-10-12,,1426972,49970,368,Planning,2,2,0,4,4,4,8,1,1
877,Project S,2024-01-28,2024-09-08,,1465436,91148,378,Inspection,11,8,3,3,2,5,4,0,0
878,Project T,2024-01-10,2024-08-10,,1152211,10076,316,Construction,14,10,1,5,2,1,2,1,0
879,Project U,2024-01-02,2024-07-22,,563302,108382,249,Inspection,4,2,1,3,5,6,10,2,0
880,Project V,2024-01-21,2024-06-30,,1228113,206378,371,Inspection,14,3,0,9,8,2,9,1,1
881,Project W,2024-01-22,2024-11-20,,1294297,238614,152,Construction,13,6,0,2,8,10,9,0,1
882,Project X,2024-01-03,2024-08-05,,1283218,461047,385,Construction,18,6,4,6,8,10,2,2,0
883,Project Y,2024-01-27,2024-11-09,,1313761,485187,342,Planning,8,10,4,5,4,4,9,2,1
884,Project Z,2024-01-18,2024-11-12,,642249,498428,391,Construction,9,6,0,6,2,8,10,2,1
885,Project A,2024-01-08,2024-07-07,,1179774,409789,210,Construction,6,10,4,6,9,8,6,2,1
886,Project B,2024-01-17,2024-10-31,,1209882,475329,204,Inspection,19,2,0,4,3,5,7,0,1
887,Project C,2024-01-15,2024-11-11,,1191489,394780,249,Planning,1,5,2,8,6,8,7,2,1
888,Project D,2024-01-13,2024-08-13,,1262702,171834,319,Inspection,9,1,3,3,9,2,2,2,0
889,Project E,2024-01-25,2024-10-01,,1338354,468550,338,Planning,6,2,4,1,4,1,6,1,0
890,Project F,2024-01-14,2024-08-22,,1391140,292265,309,Inspection,14,3,0,1,3,1,8,0,1
891,Project G,2024-01-18,2024-07-06,,1116338,188050,315,Construction,10,4,1,6,3,2,5,2,1
892,Project H,2024-01-25,2024-07-22,,531280,28119,253,Inspection,8,7,4,9,0,2,7,2,1
893,Project I,2024-01-06,2024-07-27,,636196,455193,161,Planning,12,4,0,2,9,10,2,2,1
894,Project J,2024-01-16,2024-09-30,,783258,42037,238,Inspection,17,1,3,3,0,6,10,0,1
895,Project K,2024-01-07,2024-10-25,,1154166,201061,295,Planning,3,2,1,4,6,7,5,1,0
896,Project L,2024-01-13,2024-09-09,,1343243,477919,214,Inspection,9,8,4,8,6,9,5,2,0
897,Project M,2024-01-12,2024-10-19,,1379437,424663,372,Planning,2,6,0,6,4,6,2,2,0
898,Project N,2024-01-03,2024-10-06,,1016378,483969,338,Planning,6,7,3,3,3,7,1,2,0
899,Project O,2024-01-27,2024-09-21,,1079408,206552,155,Inspection,8,10,3,8,3,8,5,2,1
900,Project P,2024-01-20,2024-12-24,,861420,56102,339,Inspection,5,7,2,1,0,7,4,1,0
901,Project Q,2024-01-15,2024-08-11,,1187355,16513,231,Construction,4,7,2,6,7,3,1,2,1
902,Project R,2024-01-21,2024-08-04,,1156130,432610,361,Construction,1,4,0,7,8,10,4,1,0
903,Project S,2024-01-18,2024-07-11,,1467014,59697,299,Inspection,6,2,4,3,9,6,2,0,0
904,Project T,2024-01-11,2024-08-11,,1442834,420292,306,Inspection,11,5,3,8,7,2,10,2,0
905,Project U,2024-01-14,2024-07-26,,972768,84773,334,Construction,19,4,2,2,2,3,5,1,0
906,Project V,2024-01-17,2024-07-27,,1288811,433079,364,Inspection,2,8,3,10,4,4,2,1,0
907,Project W,2024-01-06,2024-08-15,,1159866,328909,384,Planning,12,1,4,2,5,8,6,0,0
908,Project X,2024-01-30,2024-07-24,,628131,350430,190,Inspection,3,5,0,2,5,8,3,1,0
909,Project Y,2024-01-02,2024-12-08,,596446,169860,245,Planning,3,1,2,5,8,1,7,1,0
910,Project Z,2024-01-12,2024-11-27,,1060562,26165,176,Planning,10,9,3,5,2,5,7,1,0
911,Project A,2024-01-04,2024-07-20,,817943,317057,257,Planning,12,9,1,2,1,5,4,0,1
912,Project B,2024-01-07,2024-12-08,,510516,127135,233,Construction,6,2,4,8,8,9,2,1,0
913,Project C,2024-01-02,2024-08-27,,1332309,373097,395,Planning,14,9,1,9,3,5,10,2,0
914,Project D,2024-01-06,2024-12-25,,1265589,192285,366,Construction,18,7,0,7,5,5,3,2,0
915,Project E,2024-01-14,2024-07-08,,681554,187990,167,Construction,12,7,2,5,1,3,10,1,1
916,Project F,2024-01-26,2024-12-19,,849423,121574,340,Construction,7,2,2,5,8,8,7,0,1
917,Project G,2024-01-03,2024-07-09,,1016961,278758,362,Inspection,19,6,4,9,6,10,8,1,1
918,Project H,2024-01-19,2024-07-23,,1395767,308978,188,Inspection,10,3,0,1,9,2,8,2,1
919,Project I,2024-01-15,2024-11-16,,613444,72580,212,Planning,5,7,4,1,4,10,5,2,1
920,Project J,2024-01-14,2024-08-21,,810019,266148,347,Construction,2,6,4,1,8,4,5,0,1
921,Project K,2024-01-16,2024-11-18,,1013923,262785,249,Inspection,12,6,0,10,4,1,10,0,1
922,Project L,2024-01-02,2024-09-19,,1173128,241128,276,Planning,14,5,0,3,1,4,2,1,1
923,Project M,2024-01-10,2024-06-29,,1085571,60710,302,Inspection,13,1,2,8,5,8,6,0,0
924,Project N,2024-01-03,2024-08-17,,1014624,323675,201,Construction,6,10,0,4,7,5,8,2,0
925,Project O,2024-01-17,2024-09-14,,1440139,369304,338,Construction,12,4,3,2,1,7,8,0,0
926,Project P,2024-01-22,2024-11-24,,601467,374293,270,Inspection,6,5,0,7,5,5,6,0,1
927,Project Q,2024-01-09,2024-12-24,,1107937,31521,375,Planning,1,6,1,9,7,10,3,1,0
928,Project R,2024-01-10,2024-10-28,,759088,451529,324,Inspection,18,6,3,6,3,7,10,1,0
929,Project S,2024-01-07,2024-11-13,,881246,25914,237,Planning,7,5,3,10,5,2,10,0,1
930,Project T,2024-01-04,2024-12-17,,707828,204629,155,Inspection,1,7,3,6,6,10,6,0,0
931,Project U,2024-01-30,2024-08-24,,1099288,52303,187,Planning,15,4,0,7,4,3,6,2,0
932,Project V,2024-01-19,2024-07-21,,1178874,478467,163,Inspection,11,10,3,8,7,10,5,0,1
933,Project W,2024-01-15,2024-11-22,,1282770,162734,302,Planning,2,7,0,10,7,6,8,1,0
934,Project X,2024-01-14,2024-11-24,,723690,407273,365,Planning,4,5,0,5,1,5,3,0,0
935,Project Y,2024-01-07,2024-07-07,,865129,396460,271,Construction,18,9,3,3,7,2,7,2,0
936,Project Z,2024-01-03,2024-09-06,,1189083,254637,392,Planning,13,3,1,7,5,3,6,0,0
937,Project A,2024-01-03,2024-10-19,,1460063,295137,283,Construction,18,10,1,9,2,8,10,0,0
938,Project B,2024-01-14,2024-07-18,,737809,407231,150,Planning,13,8,2,3,8,4,6,2,1
939,Project C,2024-01-02,2024-10-18,,839843,386187,212,Construction,10,4,2,5,5,5,4,2,1
940,Project D,2024-01-22,2024-11-06,,1204310,351984,315,Planning,3,10,1,3,1,8,8,1,1
941,Project E,2024-01-07,2024-10-15,,1285192,237824,326,Inspection,19,9,4,2,7,9,2,1,1
942,Project F,2024-01-12,2024-09-19,,658916,368964,353,Construction,19,6,4,2,8,4,8,1,1
943,Project G,2024-01-16,2024-11-25,,768089,83369,195,Inspection,6,4,2,2,4,5,2,0,1
944,Project H,2024-01-18,2024-07-30,,601023,294677,375,Planning,4,4,0,5,9,5,6,0,0
945,Project I,2024-01-20,2024-08-14,,1102016,331660,272,Construction,10,1,1,1,8,9,2,1,1
946,Project J,2024-01-26,2024-10-06,,1019471,484429,336,Construction,5,7,2,10,6,6,3,2,0
947,Project K,2024-01-29,2024-07-15,,1093019,170754,158,Inspection,12,1,4,5,4,6,3,1,0
948,Project L,2024-01-08,2024-12-19,,960214,175549,176,Inspection,18,3,2,10,1,10,1,2,1
949,Project M,2024-01-12,2024-10-12,,1267751,244617,213,Inspection,12,9,0,10,6,10,3,2,0
950,Project N,2024-01-14,2024-12-07,,1404805,17839,298,Construction,12,9,4,3,5,3,6,2,1
951,Project O,2024-01-28,2024-09-12,,512088,131652,389,Inspection,9,3,1,1,6,3,1,1,1
952,Project P,2024-01-09,2024-10-02,,1008344,16363,363,Construction,6,3,1,3,2,9,8,2,0
953,Project Q,2024-01-18,2024-12-01,,874816,93614,245,Inspection,13,9,0,1,3,6,4,0,0
954,Project R,2024-01-02,2024-10-08,,721027,24651,177,Inspection,14,7,4,3,0,1,5,1,0
955,Project S,2024-01-11,2024-08-07,,1438766,484265,248,Planning,13,4,4,7,7,4,6,1,1
956,Project T,2024-01-11,2024-09-06,,1009183,401466,384,Planning,13,7,2,5,7,6,4,2,1
957,Project U,2024-01-08,2024-09-26,,1224986,235451,251,Planning,14,7,3,6,3,6,1,0,1
958,Project V,2024-01-18,2024-09-29,,562064,348030,247,Inspection,3,6,1,6,0,7,8,0,1
959,Project W,2024-01-30,2024-10-25,,733245,209039,377,Construction,6,9,1,9,2,2,6,1,0
960,Project X,2024-01-16,2024-09-16,,1321173,112958,397,Construction,8,4,3,6,3,8,8,1,1
961,Project Y,2024-01-26,2024-10-30,,1363430,472221,177,Planning,12,7,3,6,7,1,5,0,1
962,Project Z,2024-01-29,2024-08-05,,636911,244631,349,Construction,1,4,2,2,4,9,4,1,0
963,Project A,2024-01-13,2024-09-25,,1369340,139547,238,Inspection,3,3,4,4,3,1,6,2,1
964,Project B,2024-01-24,2024-12-09,,556335,52187,357,Inspection,16,9,4,1,9,9,5,0,1
965,Project C,2024-01-12,2024-11-07,,1482032,477058,356,Planning,1,9,0,1,4,3,1,1,0
966,Project D,2024-01-11,2024-11-11,,790190,419676,297,Inspection,13,10,0,9,5,7,7,1,0
967,Project E,2024-01-17,2024-11-19,,500212,316007,221,Construction,7,3,1,4,9,6,10,2,1
968,Project F,2024-01-08,2024-07-10,,1236947,240330,167,Planning,15,6,4,10,9,1,2,1,0
969,Project G,2024-01-28,2024-08-10,,1258836,133594,226,Construction,1,2,3,1,4,1,6,1,1
970,Project H,2024-01-15,2024-10-10,,568866,318800,315,Planning,19,5,2,2,0,7,6,0,0
971,Project I,2024-01-10,2024-09-17,,1041344,295093,316,Construction,18,10,3,6,7,7,3,1,0
972,Project J,2024-01-13,2024-07-21,,1168522,152647,186,Planning,10,1,0,8,4,7,8,2,1
973,Project K,2024-01-17,2024-10-24,,1374185,57302,157,Construction,6,6,2,1,7,10,8,1,0
974,Project L,2024-01-08,2024-11-29,,1484744,252289,370,Planning,18,1,1,4,6,2,8,1,0
975,Project M,2024-01-02,2024-08-21,,1177218,274301,319,Inspection,16,1,4,9,9,3,7,2,0
976,Project N,2024-01-16,2024-12-22,,828425,194959,337,Construction,5,2,3,10,7,9,2,1,0
977,Project O,2024-01-03,2024-12-06,,785748,7179,354,Planning,10,7,1,7,3,7,1,0,0
978,Project P,2024-01-24,2024-07-31,,1006453,305046,234,Planning,19,5,1,6,8,6,3,1,0
979,Project Q,2024-01-23,2024-08-17,,665840,102765,367,Construction,14,1,3,4,3,2,4,1,1
980,Project R,2024-01-15,2024-08-17,,924084,140320,369,Inspection,9,5,2,5,8,10,3,2,1
981,Project S,2024-01-14,2024-08-08,,1026882,67791,382,Construction,12,4,0,8,9,10,3,2,0
982,Project T,2024-01-25,2024-10-28,,1004739,425748,388,Inspection,13,10,1,6,6,9,1,0,0
983,Project U,2024-01-26,2024-09-09,,780732,281520,244,Inspection,17,10,0,10,8,2,6,0,1
984,Project V,2024-01-25,2024-10-20,,1488938,236053,215,Construction,3,5,4,4,2,3,9,1,1
985,Project W,2024-01-29,2024-07-31,,717070,362039,180,Construction,1,5,1,2,3,6,6,1,1
986,Project X,2024-01-28,2024-11-25,,959001,271010,304,Construction,13,4,1,3,1,9,3,1,1
987,Project Y,2024-01-14,2024-07-08,,1399165,40737,376,Inspection,16,5,0,6,8,1,2,2,0
988,Project Z,2024-01-05,2024-11-10,,1189034,333701,201,Inspection,15,8,2,1,5,1,5,0,0
989,Project A,2024-01-07,2024-08-22,,1219970,205280,383,Construction,19,8,2,9,1,10,8,2,0
990,Project B,2024-01-12,2024-07-08,,1154758,254422,257,Construction,1,9,0,1,5,9,8,1,1
991,Project C,2024-01-16,2024-08-04,,774488,51056,217,Inspection,13,8,1,6,3,1,10,0,1
992,Project D,2024-01-12,2024-09-21,,763425,193778,259,Planning,5,2,4,5,1,1,5,1,0
993,Project E,2024-01-25,2024-10-28,,1431156,327253,363,Inspection,3,9,3,7,4,10,4,2,1
994,Project F,2024-01-08,2024-06-29,,586881,1338,359,Construction,4,2,4,1,6,6,1,1,0
995,Project G,2024-01-13,2024-07-21,,877335,308044,213,Inspection,4,10,1,9,4,5,10,2,0
996,Project H,2024-01-21,2024-11-11,,770626,240216,206,Construction,11,4,0,1,4,6,10,2,0
997,Project I,2024-01-13,2024-09-03,,698503,405793,303,Planning,7,1,1,3,7,10,3,1,0
998,Project J,2024-01-09,2024-08-30,,877038,366907,188,Construction,17,4,3,8,2,6,6,1,1
999,Project K,2024-01-01,2024-08-26,,1048861,93075,269,Planning,17,10,1,8,7,3,10,2,0
1000,Project L,2024-01-15,2024-07-13,,1155122,138412,333,Construction,12,7,2,6,7,7,5,0,1
